timestamp,simple-path,time
"2022-06-03 06:14:49.006","/master/welcome",8063
"2022-06-03 06:14:49.571","/master/welcome",496
"2022-06-03 06:14:52.915","/master/sign-in",2718
"2022-06-03 06:14:54.319","/master/welcome",560
"2022-06-03 06:14:56.144","/inventor/chimpum/list",1625
"2022-06-03 06:14:58.404","/inventor/chimpum/create",1638
"2022-06-03 06:15:01.628","/inventor/chimpum/list",587
"2022-06-03 06:15:04.41","/master/welcome",684
"2022-06-03 06:15:05.575","/master/welcome",557
"2022-06-03 06:15:08.325","/master/welcome",628
"2022-06-03 06:15:08.939","/master/welcome",584
"2022-06-03 06:15:10.137","/master/sign-in",570
"2022-06-03 06:15:12.038","/master/welcome",577
"2022-06-03 06:15:13.314","/inventor/chimpum/list",567
"2022-06-03 06:15:13.975","/inventor/chimpum/create",578
"2022-06-03 06:15:16.671","/inventor/chimpum/list",570
"2022-06-03 06:15:19.441","/master/welcome",701
"2022-06-03 06:15:20.595","/master/welcome",563
"2022-06-03 06:15:23.36","/master/welcome",669
"2022-06-03 06:15:23.983","/master/welcome",596
"2022-06-03 06:15:25.162","/master/sign-in",574
"2022-06-03 06:15:27.018","/master/welcome",564
"2022-06-03 06:15:28.277","/inventor/chimpum/list",568
"2022-06-03 06:15:29.483","/inventor/chimpum/create",581
"2022-06-03 06:15:31.79","/inventor/chimpum/create",583
"2022-06-03 06:15:32.5","/master/welcome",655
"2022-06-03 06:15:33.143","/master/welcome",567
"2022-06-03 06:15:35.94","/master/welcome",705
"2022-06-03 06:15:36.339","/master/welcome",361
"2022-06-03 06:15:37.576","/master/sign-in",580
"2022-06-03 06:15:40.176","/master/welcome",582
"2022-06-03 06:15:41.472","/inventor/chimpum/list",567
"2022-06-03 06:15:42.671","/inventor/chimpum/create",576
"2022-06-03 06:15:45.016","/inventor/chimpum/create",573
"2022-06-03 06:15:45.74","/master/welcome",675
"2022-06-03 06:15:46.387","/master/welcome",582
"2022-06-03 06:15:49.051","/master/welcome",567
"2022-06-03 06:15:49.752","/master/welcome",670
"2022-06-03 06:15:50.38","/master/sign-in",563
"2022-06-03 06:15:52.088","/master/welcome",580
"2022-06-03 06:15:52.807","/inventor/chimpum/list",559
"2022-06-03 06:15:53.465","/inventor/chimpum/create",570
"2022-06-03 06:15:56.279","/inventor/chimpum/create",1096
"2022-06-03 06:15:57.105","/master/welcome",791
"2022-06-03 06:15:58.258","/master/welcome",558
"2022-06-03 06:16:01.471","/master/welcome",1114
"2022-06-03 06:16:02.354","/master/welcome",846
